Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,WorkLifeBalance,Attrition,EducationField
36,Female,Research & Development,Laboratory Technician,2743,17,No,1,3,1,Life Sciences
39,Female,Research & Development,Manufacturing Director,10880,21,Yes,1,3,0,Medical
33,Female,Sales,Sales Representative,2342,2,No,4,2,0,Life Sciences
45,Female,Sales,Manager,17650,9,No,4,4,0,Life Sciences
32,Female,Research & Development,Laboratory Technician,4025,8,No,3,3,0,Medical
34,Male,Sales,Sales Executive,9725,15,No,4,2,0,Marketing
59,Male,Sales,Manager,11904,6,Yes,4,1,0,Technical Degree
45,Male,Human Resources,Human Resources,2177,6,No,2,3,0,Medical
53,Female,Sales,Sales Executive,7525,15,No,2,3,0,Marketing
36,Male,Research & Development,Laboratory Technician,4834,1,No,3,2,1,Other
26,Male,Research & Development,Research Scientist,2042,3,Yes,1,3,1,Life Sciences
34,Female,Sales,Sales Representative,2220,1,Yes,3,3,0,Life Sciences
28,Male,Sales,Sales Representative,1052,1,No,2,3,0,Medical
38,Male,Research & Development,Research Scientist,2821,2,No,3,3,0,Other
50,Male,Research & Development,Research Director,19237,8,Yes,3,2,0,Medical
37,Female,Research & Development,Healthcare Representative,4107,4,No,2,2,0,Other
40,Male,Sales,Sales Executive,8396,7,No,1,2,0,Marketing
26,Female,Research & Development,Research Scientist,2007,5,No,3,3,0,Medical
46,Male,Research & Development,Research Director,19627,2,No,4,3,0,Medical
54,Female,Sales,Sales Executive,10686,9,No,3,3,0,Life Sciences
56,Female,Research & Development,Research Scientist,2942,5,No,3,3,0,Medical
36,Female,Research & Development,Manufacturing Director,8858,14,No,4,2,0,Medical
55,Male,Research & Development,Manager,16756,9,No,1,4,0,Medical
43,Male,Sales,Sales Executive,10798,1,No,4,3,0,Medical
20,Female,Sales,Sales Representative,2323,2,Yes,4,3,1,Marketing
21,Female,Research & Development,Laboratory Technician,1416,1,No,1,2,1,Life Sciences
46,Female,Research & Development,Research Scientist,4615,16,Yes,1,3,0,Life Sciences
51,Male,Research & Development,Research Scientist,2461,10,Yes,3,4,1,Life Sciences
28,Male,Research & Development,Healthcare Representative,8722,10,No,1,2,1,Technical Degree
26,Male,Research & Development,Laboratory Technician,3955,5,No,1,3,0,Medical
30,Male,Research & Development,Manufacturing Director,9957,6,No,1,2,0,Other
41,Female,Research & Development,Research Scientist,3376,10,No,3,3,0,Technical Degree
38,Female,Research & Development,Healthcare Representative,8823,19,No,3,2,0,Life Sciences
40,Male,Research & Development,Healthcare Representative,10322,11,No,4,3,0,Technical Degree
27,Male,Research & Development,Laboratory Technician,4621,3,No,3,3,0,Life Sciences
55,Male,Research & Development,Manufacturing Director,10976,3,No,2,3,0,Life Sciences
28,Female,Research & Development,Research Scientist,3660,8,No,3,4,0,Other
44,Male,Human Resources,Human Resources,10482,20,No,1,3,1,Medical
33,Male,Research & Development,Healthcare Representative,7119,3,No,4,3,0,Life Sciences
35,Male,Sales,Sales Executive,9582,8,Yes,1,3,1,Technical Degree
33,Female,Research & Development,Research Scientist,4508,13,No,3,3,1,Medical
28,Male,Research & Development,Laboratory Technician,2207,4,No,3,2,0,Life Sciences
34,Male,Research & Development,Healthcare Representative,7756,6,No,4,2,0,Life Sciences
37,Female,Sales,Sales Executive,6694,1,Yes,4,3,0,Life Sciences
25,Male,Research & Development,Laboratory Technician,3691,7,Yes,4,4,1,Technical Degree
26,Male,Research & Development,Laboratory Technician,2377,1,No,3,2,1,Medical
33,Male,Research & Development,Research Scientist,2313,2,Yes,2,3,1,Medical
42,Male,Research & Development,Manager,17665,22,No,1,3,0,Medical
28,Male,Research & Development,Laboratory Technician,2596,1,No,2,3,1,Medical
50,Male,Sales,Sales Executive,4728,0,Yes,3,3,1,Other
33,Female,Sales,Sales Executive,4302,3,No,2,3,0,Life Sciences
34,Male,Research & Development,Research Scientist,2979,0,No,4,3,0,Life Sciences
48,Male,Research & Development,Manager,16885,5,No,4,2,0,Medical
45,Female,Sales,Sales Executive,5593,15,No,3,3,0,Life Sciences
52,Male,Research & Development,Healthcare Representative,10445,8,No,2,3,0,Life Sciences
38,Male,Sales,Sales Executive,8740,8,Yes,3,3,0,Marketing
29,Female,Research & Development,Research Scientist,2514,7,No,4,3,0,Life Sciences
28,Female,Research & Development,Manufacturing Director,7655,9,No,2,2,0,Medical
46,Male,Sales,Manager,17465,12,No,3,3,0,Marketing
38,Male,Sales,Sales Executive,7351,1,No,2,3,0,Marketing
43,Female,Research & Development,Manufacturing Director,10820,8,No,1,3,0,Life Sciences
39,Male,Research & Development,Healthcare Representative,12169,18,No,4,3,1,Life Sciences
40,Male,Research & Development,Research Director,19626,20,No,3,4,0,Medical
21,Female,Research & Development,Research Scientist,2070,2,Yes,2,4,0,Technical Degree
39,Male,Research & Development,Laboratory Technician,6782,5,No,2,2,0,Life Sciences
36,Male,Research & Development,Manufacturing Director,7779,11,No,4,3,0,Life Sciences
31,Male,Sales,Sales Representative,2791,2,No,4,3,0,Life Sciences
28,Male,Research & Development,Research Scientist,3201,5,No,2,1,0,Life Sciences
35,Male,Sales,Sales Executive,4968,5,No,4,3,0,Marketing
49,Male,Sales,Sales Executive,13120,9,No,2,3,0,Technical Degree
34,Male,Research & Development,Manufacturing Director,4033,3,No,3,2,0,Life Sciences
29,Female,Research & Development,Research Scientist,3291,7,No,2,2,0,Life Sciences
42,Male,Research & Development,Laboratory Technician,4272,1,No,4,3,0,Medical
29,Male,Research & Development,Manufacturing Director,5056,10,Yes,4,2,0,Medical
38,Male,Human Resources,Human Resources,2844,7,No,3,4,0,Human Resources
28,Male,Research & Development,Research Scientist,2703,3,Yes,3,3,0,Life Sciences
18,Male,Research & Development,Laboratory Technician,1904,0,No,3,3,1,Medical
33,Female,Sales,Sales Executive,8224,5,Yes,1,3,1,Marketing
41,Male,Research & Development,Laboratory Technician,4766,1,Yes,4,3,0,Life Sciences
31,Male,Research & Development,Laboratory Technician,2610,2,No,3,2,1,Medical
37,Female,Research & Development,Healthcare Representative,5731,6,No,4,3,0,Medical
27,Male,Research & Development,Research Scientist,2539,4,No,3,3,0,Life Sciences
34,Female,Sales,Sales Executive,5714,6,No,3,2,0,Life Sciences
35,Male,Human Resources,Human Resources,4323,5,No,3,1,0,Technical Degree
29,Female,Sales,Sales Executive,7336,11,No,1,1,1,Life Sciences
40,Female,Research & Development,Research Director,13499,18,No,3,2,0,Medical
42,Male,Sales,Sales Executive,13758,21,Yes,1,2,1,Life Sciences
42,Male,Sales,Sales Executive,5155,6,No,1,4,0,Marketing
35,Male,Research & Development,Laboratory Technician,2258,8,No,3,3,0,Medical
24,Male,Research & Development,Laboratory Technician,3597,4,No,2,3,0,Medical
28,Female,Research & Development,Laboratory Technician,2515,1,Yes,4,2,1,Life Sciences
26,Male,Research & Development,Laboratory Technician,4420,8,No,4,3,0,Medical
30,Male,Sales,Sales Executive,6578,10,No,3,3,0,Marketing
40,Female,Research & Development,Research Scientist,4422,1,Yes,4,1,0,Medical
35,Male,Research & Development,Manufacturing Director,10274,7,No,2,4,0,Life Sciences
34,Male,Research & Development,Healthcare Representative,5343,13,No,1,3,0,Medical
35,Male,Research & Development,Laboratory Technician,2376,2,No,4,4,0,Other
43,Female,Sales,Sales Executive,5346,4,No,3,2,1,Marketing
32,Female,Sales,Sales Representative,2827,1,No,1,3,0,Life Sciences
56,Female,Research & Development,Manager,19943,5,No,1,3,0,Technical Degree
29,Female,Research & Development,Laboratory Technician,3131,10,No,4,3,0,Medical
19,Male,Research & Development,Research Scientist,2552,1,No,1,3,0,Life Sciences
45,Female,Research & Development,Research Scientist,4477,3,Yes,3,2,0,Medical
37,Female,Research & Development,Manufacturing Director,6474,14,No,4,2,0,Life Sciences
20,Male,Research & Development,Laboratory Technician,3033,2,No,3,2,0,Life Sciences
44,Male,Research & Development,Research Scientist,2936,6,Yes,3,3,1,Life Sciences
53,Female,Research & Development,Manager,18606,7,No,3,3,0,Medical
29,Female,Research & Development,Research Scientist,2168,5,Yes,4,2,0,Life Sciences
22,Male,Research & Development,Research Scientist,2853,0,Yes,4,3,1,Life Sciences
46,Female,Sales,Manager,17048,26,No,1,3,0,Marketing
44,Male,Research & Development,Research Scientist,2290,0,No,3,3,0,Life Sciences
33,Male,Human Resources,Human Resources,3600,5,No,3,3,0,Human Resources
41,Male,Research & Development,Research Scientist,2107,1,No,1,1,1,Life Sciences
30,Male,Sales,Sales Executive,4115,4,No,1,3,0,Life Sciences
40,Male,Sales,Sales Executive,4327,0,No,2,3,0,Medical
50,Female,Research & Development,Manager,17856,2,No,1,3,0,Medical
28,Male,Research & Development,Laboratory Technician,3196,6,No,1,3,0,Medical
46,Male,Research & Development,Research Director,19081,4,No,2,3,0,Life Sciences
35,Male,Sales,Sales Executive,8966,7,Yes,1,3,0,Life Sciences
24,Female,Research & Development,Laboratory Technician,2210,1,No,2,1,1,Life Sciences
33,Female,Sales,Sales Executive,4539,10,No,3,2,0,Medical
36,Male,Research & Development,Laboratory Technician,2741,7,No,3,3,0,Life Sciences
30,Male,Research & Development,Laboratory Technician,3491,10,No,3,2,0,Life Sciences
44,Male,Research & Development,Research Scientist,4541,20,No,4,3,0,Other
20,Male,Sales,Sales Representative,2678,2,No,4,3,0,Marketing
46,Male,Research & Development,Manufacturing Director,7379,6,No,4,2,0,Technical Degree
42,Male,Human Resources,Human Resources,6272,4,No,1,4,0,Medical
60,Male,Sales,Sales Executive,5220,11,Yes,4,3,0,Marketing
32,Female,Research & Development,Laboratory Technician,2743,2,No,2,3,0,Other
32,Female,Research & Development,Research Scientist,4998,8,Yes,3,3,0,Life Sciences
36,Female,Research & Development,Manufacturing Director,10252,7,Yes,1,3,0,Technical Degree
33,Male,Research & Development,Research Scientist,2781,14,No,4,3,0,Medical
40,Female,Sales,Sales Executive,6852,5,No,2,4,0,Technical Degree
25,Male,Sales,Sales Executive,4950,4,No,4,3,0,Life Sciences
30,Male,Research & Development,Research Scientist,3579,11,Yes,2,3,0,Medical
42,Female,Research & Development,Research Director,13191,1,Yes,1,3,0,Medical
35,Female,Sales,Sales Executive,10377,13,Yes,4,2,0,Marketing
27,Male,Research & Development,Research Scientist,2235,9,Yes,1,2,0,Life Sciences
54,Female,Research & Development,Manufacturing Director,10502,5,No,3,1,0,Life Sciences
44,Female,Research & Development,Research Scientist,2011,10,No,4,3,0,Life Sciences
19,Female,Research & Development,Research Scientist,1859,1,Yes,2,4,1,Medical
29,Female,Research & Development,Research Scientist,3760,3,No,4,3,0,Life Sciences
54,Male,Research & Development,Research Director,17779,10,No,4,3,0,Life Sciences
31,Male,Research & Development,Healthcare Representative,6833,6,Yes,1,2,0,Medical
31,Female,Research & Development,Healthcare Representative,6812,10,No,1,3,0,Medical
59,Female,Sales,Sales Executive,5171,6,No,4,3,0,Life Sciences
43,Male,Research & Development,Research Director,19740,8,No,4,3,0,Life Sciences
49,Male,Research & Development,Manager,18711,1,No,3,4,0,Medical
36,Male,Research & Development,Research Scientist,3692,11,No,2,2,0,Technical Degree
48,Male,Research & Development,Laboratory Technician,2559,1,No,2,2,0,Technical Degree
27,Male,Research & Development,Research Scientist,2517,5,No,3,3,0,Life Sciences
29,Male,Research & Development,Healthcare Representative,6623,6,Yes,4,3,0,Life Sciences
48,Male,Research & Development,Research Director,18265,1,No,4,4,0,Life Sciences
29,Female,Research & Development,Research Director,16124,7,No,4,2,0,Life Sciences
34,Female,Research & Development,Research Scientist,2585,1,No,3,2,0,Technical Degree
44,Male,Sales,Manager,18213,22,No,2,3,0,Marketing
33,Male,Sales,Sales Executive,8380,9,Yes,3,3,0,Marketing
19,Female,Research & Development,Research Scientist,2994,1,Yes,4,3,0,Life Sciences
23,Male,Research & Development,Research Scientist,1223,1,No,3,3,0,Life Sciences
25,Male,Sales,Sales Representative,1118,1,Yes,4,3,1,Life Sciences
26,Male,Research & Development,Research Scientist,2875,8,Yes,4,2,0,Life Sciences
45,Female,Sales,Manager,18824,24,Yes,2,3,1,Marketing
55,Male,Research & Development,Healthcare Representative,13577,33,Yes,2,3,0,Medical
21,Female,Research & Development,Laboratory Technician,2625,2,No,3,1,1,Life Sciences
46,Female,Sales,Manager,18789,11,No,2,3,0,Marketing
34,Female,Sales,Sales Executive,4538,3,Yes,1,3,0,Marketing
51,Male,Sales,Manager,19847,29,Yes,2,2,0,Life Sciences
59,Male,Research & Development,Manufacturing Director,10512,9,No,4,2,0,Medical
34,Female,Research & Development,Laboratory Technician,4444,11,No,2,4,0,Medical
28,Male,Research & Development,Laboratory Technician,2154,4,Yes,3,2,0,Medical
44,Male,Research & Development,Manager,19190,25,No,1,2,0,Life Sciences
34,Male,Human Resources,Human Resources,4490,10,No,2,4,0,Life Sciences
35,Male,Research & Development,Research Scientist,3506,3,Yes,3,3,0,Life Sciences
42,Female,Research & Development,Research Scientist,2372,1,Yes,2,3,0,Medical
43,Female,Sales,Sales Executive,10231,21,No,4,4,0,Marketing
36,Female,Research & Development,Manufacturing Director,5410,16,Yes,2,3,0,Life Sciences
44,Female,Research & Development,Healthcare Representative,7978,10,No,4,3,1,Medical
28,Male,Research & Development,Laboratory Technician,3867,2,Yes,4,3,0,Life Sciences
51,Female,Research & Development,Laboratory Technician,2838,7,No,3,2,0,Medical
30,Female,Research & Development,Manufacturing Director,4695,8,Yes,3,3,0,Medical
29,Female,Research & Development,Laboratory Technician,3339,7,Yes,3,3,1,Technical Degree
28,Male,Research & Development,Research Scientist,2080,3,No,1,2,0,Technical Degree
25,Female,Research & Development,Research Scientist,2096,2,No,2,2,0,Medical
32,Male,Sales,Sales Executive,6209,10,No,4,4,0,Medical
45,Female,Research & Development,Manager,18061,0,No,2,3,0,Medical
39,Female,Research & Development,Manager,17123,19,Yes,2,3,0,Medical
58,Male,Research & Development,Research Scientist,2372,2,No,3,3,0,Life Sciences
32,Male,Research & Development,Laboratory Technician,4883,10,No,3,3,1,Life Sciences
39,Male,Research & Development,Research Scientist,3904,5,No,1,3,1,Medical
30,Female,Research & Development,Laboratory Technician,4627,9,No,4,3,0,Technical Degree
36,Female,Research & Development,Healthcare Representative,7094,7,No,3,3,0,Technical Degree
46,Female,Human Resources,Human Resources,3423,7,No,1,4,0,Life Sciences
28,Female,Research & Development,Laboratory Technician,6674,9,No,4,3,0,Life Sciences
50,Female,Research & Development,Research Director,16880,3,Yes,1,3,0,Life Sciences
40,Male,Sales,Sales Executive,9094,5,Yes,2,3,1,Marketing
52,Male,Sales,Sales Executive,8446,8,Yes,2,2,1,Life Sciences
30,Female,Research & Development,Manager,11916,9,Yes,1,3,0,Medical
39,Male,Research & Development,Manufacturing Director,4534,8,No,3,3,0,Life Sciences
31,Female,Sales,Sales Executive,9852,10,Yes,3,2,0,Life Sciences
41,Male,Sales,Sales Executive,6151,19,No,2,3,0,Medical
31,Female,Sales,Sales Representative,2302,3,Yes,2,4,1,Life Sciences
44,Male,Research & Development,Laboratory Technician,2362,3,No,1,4,1,Life Sciences
42,Male,Research & Development,Manager,17861,20,Yes,3,2,0,Life Sciences
55,Female,Research & Development,Manager,19187,19,No,3,3,0,Medical
56,Male,Human Resources,Manager,19717,7,No,2,3,0,Life Sciences
40,Male,Research & Development,Research Scientist,3544,4,No,3,3,0,Life Sciences
34,Male,Research & Development,Healthcare Representative,8500,9,No,4,2,0,Life Sciences
40,Male,Research & Development,Research Scientist,4661,9,No,4,3,0,Life Sciences
41,Female,Sales,Sales Executive,4103,9,No,1,3,0,Marketing
35,Male,Research & Development,Research Scientist,4249,9,Yes,3,3,0,Life Sciences
51,Male,Human Resources,Manager,14026,33,Yes,2,3,0,Life Sciences
38,Female,Sales,Sales Executive,6893,7,No,1,3,0,Life Sciences
34,Female,Sales,Sales Executive,6125,10,No,1,4,0,Medical
25,Male,Research & Development,Laboratory Technician,3669,3,No,4,2,0,Medical
58,Female,Research & Development,Manufacturing Director,10008,10,Yes,1,2,1,Medical
40,Male,Research & Development,Laboratory Technician,2387,4,No,2,3,0,Life Sciences
36,Female,Sales,Sales Executive,4639,15,No,1,2,0,Marketing
48,Male,Research & Development,Manufacturing Director,7898,10,No,4,3,0,Life Sciences
27,Female,Sales,Sales Representative,2534,1,No,4,3,0,Medical
51,Female,Research & Development,Manufacturing Director,13142,5,No,2,2,0,Technical Degree
18,Female,Research & Development,Laboratory Technician,1611,0,No,4,4,0,Life Sciences
35,Female,Research & Development,Laboratory Technician,5363,9,No,4,3,0,Medical
27,Male,Sales,Sales Executive,5071,6,No,4,3,0,Life Sciences
55,Male,Sales,Sales Executive,13695,19,Yes,3,2,1,Marketing
56,Male,Research & Development,Manufacturing Director,13402,19,Yes,2,3,0,Life Sciences
34,Female,Research & Development,Research Scientist,2029,5,No,3,3,0,Technical Degree
40,Female,Research & Development,Healthcare Representative,6377,12,No,3,3,0,Medical
34,Male,Research & Development,Laboratory Technician,5429,8,No,3,3,0,Medical
31,Female,Sales,Sales Representative,2785,1,No,4,4,1,Life Sciences
35,Female,Sales,Sales Executive,4614,4,Yes,3,2,1,Marketing
38,Male,Research & Development,Research Scientist,2610,4,No,3,3,0,Life Sciences
34,Female,Research & Development,Healthcare Representative,6687,14,No,4,4,0,Technical Degree
28,Male,Sales,Sales Executive,4724,5,No,1,3,0,Life Sciences
31,Male,Research & Development,Manufacturing Director,6179,10,Yes,3,2,1,Medical
39,Male,Sales,Sales Executive,6120,5,Yes,4,4,0,Life Sciences
51,Male,Sales,Sales Executive,10596,4,No,2,3,0,Marketing
41,Female,Research & Development,Research Scientist,5467,6,Yes,4,2,0,Life Sciences
37,Male,Research & Development,Research Scientist,2996,6,Yes,3,3,0,Life Sciences
33,Male,Sales,Sales Executive,9998,5,No,4,4,0,Life Sciences
32,Male,Sales,Sales Executive,4078,3,Yes,2,2,0,Marketing
39,Male,Research & Development,Healthcare Representative,10920,6,No,3,3,0,Life Sciences
25,Male,Sales,Sales Executive,6232,3,No,3,2,0,Life Sciences
52,Female,Research & Development,Manufacturing Director,13247,5,Yes,3,2,0,Medical
43,Female,Research & Development,Research Scientist,4081,20,Yes,3,1,0,Medical
27,Female,Sales,Sales Executive,5769,6,Yes,4,3,0,Marketing
27,Female,Research & Development,Research Scientist,2394,8,Yes,3,3,1,Life Sciences
26,Male,Research & Development,Research Scientist,3904,4,No,4,3,0,Medical
42,Female,Human Resources,Manager,16799,20,No,1,3,0,Human Resources
52,Female,Research & Development,Laboratory Technician,2950,5,No,1,1,0,Other
37,Female,Research & Development,Laboratory Technician,3629,3,No,3,3,0,Medical
35,Male,Research & Development,Manufacturing Director,9362,2,No,4,3,0,Life Sciences
25,Male,Research & Development,Laboratory Technician,3229,3,No,4,2,0,Technical Degree
26,Male,Research & Development,Laboratory Technician,3578,7,No,1,3,0,Other
29,Male,Human Resources,Human Resources,7988,10,No,1,2,0,Other
49,Male,Research & Development,Laboratory Technician,4284,4,No,1,3,1,Life Sciences
29,Female,Research & Development,Healthcare Representative,7553,8,Yes,4,3,1,Other
54,Female,Research & Development,Research Director,17328,20,No,4,2,0,Medical
58,Female,Research & Development,Research Director,19701,9,Yes,1,3,0,Medical
55,Male,Research & Development,Research Director,14732,7,No,4,4,0,Medical
36,Female,Sales,Sales Executive,9278,5,Yes,2,3,0,Marketing
31,Female,Sales,Sales Representative,1359,1,No,3,3,1,Life Sciences
30,Female,Sales,Sales Executive,4779,3,No,1,3,0,Marketing
31,Female,Research & Development,Research Director,16422,3,No,2,4,0,Life Sciences
34,Male,Research & Development,Research Scientist,2996,4,No,1,3,0,Other
31,Female,Research & Development,Research Scientist,1261,1,No,2,4,1,Life Sciences
27,Male,Research & Development,Laboratory Technician,2099,5,No,1,4,0,Life Sciences
36,Male,Research & Development,Laboratory Technician,5810,10,No,4,2,0,Life Sciences
36,Female,Sales,Sales Executive,5647,3,No,1,2,0,Marketing
47,Male,Research & Development,Research Scientist,3420,6,No,4,2,0,Technical Degree
25,Male,Sales,Sales Representative,4400,3,No,1,3,1,Life Sciences
37,Male,Research & Development,Laboratory Technician,3500,6,No,3,1,0,Technical Degree
56,Female,Research & Development,Research Scientist,2066,3,No,1,4,0,Life Sciences
47,Female,Research & Development,Research Director,17169,20,No,3,4,0,Medical
24,Female,Sales,Sales Executive,4162,5,Yes,3,3,0,Medical
32,Male,Sales,Sales Executive,9204,4,No,4,2,0,Marketing
34,Female,Research & Development,Laboratory Technician,3294,5,No,2,2,0,Life Sciences
41,Male,Research & Development,Research Scientist,2127,4,Yes,3,2,0,Medical
40,Male,Research & Development,Laboratory Technician,3975,8,No,3,4,0,Other
31,Male,Sales,Sales Executive,10793,13,No,4,3,0,Life Sciences
46,Male,Sales,Sales Executive,10096,7,No,4,4,1,Marketing
39,Female,Research & Development,Laboratory Technician,3646,1,Yes,1,4,1,Life Sciences
31,Female,Research & Development,Manufacturing Director,7446,10,No,2,3,1,Life Sciences
45,Male,Research & Development,Healthcare Representative,10851,7,Yes,1,3,0,Medical
31,Female,Human Resources,Human Resources,2109,3,No,2,3,0,Medical
31,Male,Research & Development,Laboratory Technician,3722,2,Yes,4,1,1,Life Sciences
45,Male,Research & Development,Manufacturing Director,9380,3,Yes,4,4,0,Technical Degree
48,Male,Sales,Sales Executive,5486,2,No,1,3,0,Marketing
34,Female,Human Resources,Human Resources,2742,2,No,3,3,1,Technical Degree
40,Male,Research & Development,Research Director,13757,9,No,2,3,0,Medical
28,Male,Sales,Sales Executive,8463,5,No,1,3,0,Medical
44,Male,Research & Development,Laboratory Technician,3162,5,No,3,3,0,Life Sciences
53,Male,Research & Development,Research Director,16598,9,No,2,2,0,Medical
49,Male,Research & Development,Healthcare Representative,6651,3,No,3,2,0,Technical Degree
40,Male,Research & Development,Research Scientist,2345,3,No,3,4,0,Medical
44,Male,Research & Development,Research Scientist,3420,5,No,2,2,0,Life Sciences
33,Male,Sales,Sales Executive,4373,4,No,1,3,0,Medical
34,Male,Sales,Sales Executive,4759,13,No,1,3,0,Other
30,Male,Sales,Sales Executive,5301,2,No,3,2,0,Life Sciences
42,Female,Research & Development,Laboratory Technician,3673,12,No,4,3,0,Medical
44,Female,Sales,Sales Executive,4768,1,No,3,2,0,Marketing
30,Male,Research & Development,Research Scientist,1274,1,No,3,2,0,Technical Degree
57,Male,Research & Development,Research Scientist,4900,12,No,3,2,0,Life Sciences
49,Male,Research & Development,Healthcare Representative,10466,8,No,2,3,0,Life Sciences
34,Male,Research & Development,Research Director,17007,14,No,1,2,0,Medical
28,Male,Sales,Sales Representative,2909,3,No,3,4,1,Technical Degree
29,Female,Sales,Sales Executive,5765,5,No,2,1,1,Technical Degree
34,Female,Sales,Sales Executive,4599,15,Yes,2,4,1,Medical
35,Male,Sales,Sales Representative,2404,1,No,3,3,0,Life Sciences
24,Male,Research & Development,Laboratory Technician,3172,0,Yes,1,2,1,Medical
24,Female,Sales,Sales Representative,2033,1,No,2,3,0,Life Sciences
44,Male,Research & Development,Manufacturing Director,10209,2,Yes,3,2,0,Medical
29,Male,Sales,Sales Executive,8620,10,No,3,3,0,Life Sciences
30,Male,Human Resources,Human Resources,2064,5,No,3,4,0,Life Sciences
55,Male,Research & Development,Healthcare Representative,4035,3,Yes,3,3,0,Life Sciences
33,Female,Research & Development,Laboratory Technician,3838,5,No,2,3,0,Medical
47,Female,Sales,Sales Executive,4591,5,Yes,3,2,0,Medical
28,Male,Research & Development,Laboratory Technician,2561,0,No,1,2,1,Medical
28,Male,Research & Development,Research Scientist,1563,1,No,3,1,0,Life Sciences
28,Male,Sales,Sales Executive,4898,4,No,1,3,0,Life Sciences
49,Female,Research & Development,Laboratory Technician,4789,3,No,1,3,0,Medical
29,Female,Research & Development,Laboratory Technician,3180,3,No,2,3,0,Life Sciences
28,Male,Research & Development,Manufacturing Director,6549,8,No,2,2,0,Life Sciences
33,Male,Research & Development,Healthcare Representative,6388,0,Yes,3,3,0,Life Sciences
32,Male,Research & Development,Manager,11244,5,No,4,4,0,Medical
54,Female,Research & Development,Manager,16032,14,No,4,3,0,Medical
29,Male,Research & Development,Research Scientist,2362,9,No,1,1,1,Technical Degree
44,Male,Research & Development,Research Director,16328,20,No,1,4,0,Life Sciences
39,Female,Research & Development,Manufacturing Director,8376,2,No,2,3,0,Life Sciences
46,Female,Sales,Manager,16606,13,No,2,4,0,Life Sciences
35,Female,Research & Development,Healthcare Representative,8606,11,No,2,1,0,Life Sciences
23,Male,Research & Development,Laboratory Technician,2272,4,No,3,3,0,Life Sciences
40,Male,Research & Development,Laboratory Technician,2018,5,No,1,1,1,Life Sciences
34,Male,Sales,Sales Executive,7083,10,Yes,3,3,0,Technical Degree
31,Female,Research & Development,Research Scientist,4084,7,No,3,1,1,Life Sciences
50,Male,Research & Development,Research Director,14411,32,Yes,4,3,0,Medical
34,Male,Sales,Sales Representative,2308,11,Yes,3,3,0,Technical Degree
42,Male,Research & Development,Laboratory Technician,4841,1,No,2,3,0,Medical
37,Male,Research & Development,Research Scientist,4285,10,No,4,3,0,Medical
29,Female,Research & Development,Healthcare Representative,9715,7,No,1,3,0,Other
33,Male,Research & Development,Manufacturing Director,4320,5,No,2,3,0,Life Sciences
45,Male,Research & Development,Research Scientist,2132,5,No,4,3,0,Technical Degree
42,Male,Research & Development,Healthcare Representative,10124,20,Yes,4,1,0,Life Sciences
40,Male,Sales,Sales Executive,5473,8,No,1,4,0,Medical
33,Male,Research & Development,Laboratory Technician,5207,15,Yes,3,3,0,Life Sciences
40,Male,Human Resources,Manager,16437,21,Yes,4,3,0,Medical
24,Male,Research & Development,Laboratory Technician,2296,1,No,1,3,0,Technical Degree
40,Male,Research & Development,Healthcare Representative,4069,2,Yes,4,3,0,Life Sciences
45,Male,Research & Development,Healthcare Representative,7441,10,No,2,3,0,Technical Degree
35,Female,Sales,Sales Representative,2430,5,No,3,3,0,Life Sciences
32,Female,Research & Development,Research Scientist,5878,7,No,2,3,0,Life Sciences
36,Male,Sales,Sales Representative,2644,3,Yes,4,2,0,Life Sciences
48,Female,Sales,Sales Executive,6439,8,No,3,3,0,Life Sciences
29,Male,Research & Development,Research Scientist,2451,1,No,3,2,0,Life Sciences
33,Male,Sales,Sales Executive,6392,2,No,1,1,0,Life Sciences
30,Male,Sales,Sales Executive,9714,10,No,1,3,1,Life Sciences
38,Male,Human Resources,Human Resources,6077,6,No,3,3,0,Human Resources
35,Male,Research & Development,Laboratory Technician,2450,3,No,1,3,0,Medical
30,Male,Sales,Sales Executive,9250,4,No,2,3,0,Technical Degree
35,Female,Research & Development,Laboratory Technician,2074,1,Yes,1,3,1,Life Sciences
53,Female,Research & Development,Manufacturing Director,10169,33,No,4,3,1,Technical Degree
38,Male,Research & Development,Manufacturing Director,4855,5,No,2,3,1,Medical
32,Male,Research & Development,Research Scientist,4087,6,No,1,2,0,Technical Degree
48,Female,Research & Development,Research Scientist,2367,8,No,1,2,0,Other
34,Male,Research & Development,Research Scientist,2972,1,No,4,1,0,Medical
55,Male,Sales,Manager,19586,36,No,4,3,0,Marketing
34,Male,Research & Development,Research Scientist,5484,2,No,4,2,0,Life Sciences
26,Female,Research & Development,Research Scientist,2061,1,No,4,3,0,Life Sciences
38,Male,Sales,Sales Executive,9924,9,No,2,3,0,Life Sciences
38,Female,Sales,Sales Executive,4198,3,No,2,4,0,Life Sciences
36,Female,Sales,Sales Executive,6815,1,No,3,3,0,Life Sciences
29,Male,Research & Development,Laboratory Technician,4723,10,Yes,1,3,0,Medical
35,Female,Research & Development,Healthcare Representative,6142,5,Yes,3,3,0,Medical
39,Male,Sales,Sales Executive,8237,7,No,3,3,0,Medical
29,Male,Research & Development,Healthcare Representative,8853,6,No,4,4,0,Life Sciences
50,Male,Sales,Manager,19331,1,Yes,3,3,0,Marketing
23,Male,Research & Development,Research Scientist,2073,2,No,3,3,0,Technical Degree
